subject,property,object,question
Q1777864,P1303,Q5994,which musical instrument is played by sebastienfansite
Q313775,P175,Q124147,who made moment of glory 
Q1346832,R40,Q57701,who is shyne's father
Q1453221,P27,Q183,what is sören link's nationality?
Q1486459,P21,Q6581097,what is the gender of salvatore bruno?
Q3840465,P27,Q38,what is luisa rossi's nationality  
Q3511924,P58,Q44414,who wrote t.m.i.
Q1423640,P1029,Q539358,which astronaut was in the space mission soyuz tma-1
Q915447,P21,Q6581072,What gender is Vesta Williams?
Q1470005,R179,Q2526022,What's a game from the series front mission
Q1647246,P20,Q21,which country did bob sherman die in
Q1470523,P136,Q859369,Which genre of film is rock star (film)?
Q701257,P19,Q44059,where was osvaldo golijov born?
Q1045,R17,Q751387,what is an administrative division in somalia
Q1235040,R178,Q911619,What is a game domark developed?
Q1022488,P17,Q145,which european country is brighton and hove in 
Q44564,P17,Q30,what country is charleston in?
Q1197566,P136,Q828322,what type of game is lode runner
Q315310,P710,Q161885,what kingdom was involved in battle of restigouche
Q138624,P31,Q3863,What type of celestial object is 1389 onnie
Q197234,P20,Q956,where in china did zhang juzheng die
Q1325028,P404,Q6895044,what gameplay modes are available for elasto mania
Q166000,R344,Q676039,what film did gregg toland do the cinematography for
Q47328,R171,Q633301,What is the lower classification for the gryllidae
Q3015535,P86,Q78704,Who put together the music for the movie dans les rues
Q52968,P20,Q1754,where did erik gustaf boström pass away 
Q445696,P19,Q1729,where was johann christian kittel born
Q847142,R421,Q499203,what city used pacific time zone in Japan
Q737889,P106,Q193391,what is ion dragoumis known for 
Q269585,R58,Q1811134,What 1936 film did gregory la cava write?
Q40096,P40,Q7885297,Who is the oldest son of will smith?
Q4132768,P21,Q6581097,what gender does poghos galstyan identify with
Q2543799,P20,Q65,What is the name of the city where walter bullock died?
Q1943149,P175,Q216936,which artist released the saga continues
Q661202,P57,Q55282,"Who directed the cook, the thief, his wife & her lover?"
Q3134980,R421,Q2584795,what is located in the mountain time zone?
Q11838501,P20,Q270,where did zygmunt hobot die?
Q23438,P17,Q874,what country is  ashgabat from
Q4444889,P27,Q159,what country gives nationality to gennadi styopushkin
Q507845,P136,Q1102161,Which genre of music does goldie record?
Q195303,P272,Q467348,what is production company of the film barfly?
Q41819,R19,Q273208,"Who was born in kansas city, missouri?"
Q947941,P19,Q134672,Where was matthew locke born?
Q1607373,R162,Q1241447,What film did vidhu vinod chopra produce?
Q1090911,P1029,Q948673,Who was an astronaut on sts-111
Q434776,P27,Q30,what country is lourdes benedicto from
Q1066992,P61,Q231618,who discovered 11836 eileen
Q5393341,P27,Q145,What is ernest jay's nationality?
Q463773,P20,Q656,what city did pyotr durnovo die in?
Q4879282,P57,Q31225,who is bedlam directed by
Q6742663,P106,Q28389,What profession does malcolm stuart boylan hold?
Q4194128,P21,Q6581097,what is the sex of victor zotov
Q32500,R40,Q171136,"Who is a parent of charles v, holy roman emperor"
Q628297,P17,Q928,"bago, negros occidental is an administrative division in which country?"
Q230497,P106,Q1250916,what is tariq ibn ziyad's profession 
Q231397,P413,Q336286,what is the position of football player zvjezdan cvetković
Q711268,P65,Q191684,Where was (8495) 1990 qv1 discovered
Q1077374,P495,Q30,Where was son of frankenstein filmed?
Q1175447,R58,Q208204,what type of film is david magee
Q5068119,P19,Q3630,which was chairul tanjung born
Q4678562,P27,Q408,which country does adalita srsen represent
Q985419,P65,Q459352,where was 7343 ockeghem discovered 
Q1046486,P31,Q3863,what is 3891 werner 
Q59821,R57,Q479462,Name one film in which robert wise is the director of
Q357291,P20,Q2807,which country did alfredo kraus die in
Q329077,P19,Q18094,which hawaiian city is brian gaskill's place of birth?
Q919192,P20,Q34006,where in california did  leo g. carroll die
Q1242222,P495,Q30,What country is don's plum from
Q35064,R50,Q2652224,What is a work written by author agatha christie?
Q1567731,P495,Q145,what country is lassie from
Q130232,R136,Q3241699,what is a drama film released in 1974?
Q1018174,P264,Q193023,what label are the butthole surfers signed to
Q783484,P413,Q193592,What position does václav němeček play?
Q12858650,P19,Q133116,which city was john gilbert born in
Q79720,R19,Q316788,who was born in bisbee
Q156747,R19,Q709221,Name a person who was born in poltava
Q32734,P136,Q188473,What type of film is cold sweat considered
Q231113,P19,Q1009648,what type of disaster was the san juanico disaster?
Q1670423,P19,Q64,where was alfred müller born
Q213869,R86,Q681092,what films have james newton howard participated in?
Q200092,R136,Q27411,what movie titles belong to the netflix genre horror
Q3454165,R1431,Q1133610,What is a film that was executively produced by kevin bacon
Q4497038,P106,Q3282637,what is the profession of david heavener?
Q1352419,P155,Q1331757,what is a previous work in the series anne of the island
Q6390767,P27,Q30,What nationality is Kenneth Utt?
Q1141946,P178,Q14428,Who developed the game final fight
Q191956,P20,Q17686,which italian city did majorian die in
Q245172,P1040,Q692550,Who edited the film prince of persia: the sands of time?
Q323729,R344,Q783258,What is a film that russell harlan did the cinematography for
Q1183241,P364,Q1860,what is the language spoken in the ex?
Q343215,P27,Q17,Where is mimei ogawa from?
Q1149560,R413,Q215777,whats the name of a baseball player who plays as a  right fielder
Q1193098,P57,Q270097,Who directed thief
Q491144,R131,Q2230918,"Name a city within freeborn county, minnesota"
Q73801,R123,Q1138424,what games have been published by microsoft studios?
Q130232,R136,Q1041689,what movie is drama in netflix
Q173893,P20,Q2333774,where did john wycliffe die?
Q90898,P21,Q6581097,Which gender is emil bessels
Q47136,P17,Q928,which country is laguna de bay in
Q950931,P20,Q649,where did nikolai efimov die
Q2306411,P20,Q65,Where did hillevi rombin die
Q6847360,P19,Q23064,Which county was mike ingham born?
Q356397,P106,Q214917,What is israel horovitz's profession
Q179815,R19,Q2457386,who is a famous football striker born in durham
Q5040368,P1303,Q6607,what is an instrument played by carl jackson 
Q201330,R413,Q2435339,Who is a soccer goalkeeper? 
Q1511,P40,Q5922802,whats the name of  richard wagners child
Q429557,P58,Q721578,who wrote the film gia
Q241134,P21,Q6581097,what is pavel argeyev's gender
Q4931072,P136,Q7749,what kind of music is on bo diddley?
Q3623196,P27,Q219,what is anton strashimirov's country of nationality?
Q309783,P106,Q3665646,who is blake griffin
Q1331973,P403,Q552,olza is a tributary of what river?
Q3403358,P364,Q7737,What language is spoken in prince vladimir (film)
Q2598568,P676,Q19848,Who wrote the lyrics for government hooker?
Q1399804,P175,Q192114,what artist created sarabande
Q233326,P21,Q6581072,Is ranavalona iii a man or a woman
Q1144624,P136,Q157443,what genre is family ties?
Q6386139,P21,Q6581072,what is kelly knox's gender
Q322656,P21,Q6581097,what is the gender of james l. conway 
Q1077218,P59,Q8844,what constellation is hd 102117 a part of?
Q2090872,P364,Q1860,in what language is the film archangel
Q1109596,P136,Q83440,What genre of music does the artist collin raye produce?
Q744332,P21,Q6581097,Name a male.
Q5239825,P413,Q193592,what position does david sinclair play in soccer?
Q10871364,R106,Q13627835,Name a baseball player. 
Q53116,P40,Q53114,who is the child of morphia of melitene
Q1058702,P57,Q263324,Who directed the invisible mouse
Q1770690,P21,Q6581072,what is madri's sex?
Q1043802,P27,Q38,what is carmine coppola's nationality?
Q2585580,P19,Q3130,where was lyn collingwood born?
Q67365,P20,Q111205,where did frederick louis of württemberg-winnental die
Q11399,R136,Q1937658,Name a rock album by David Bowie
Q7803798,P27,Q30,What nation is timlanders from?
Q238212,P27,Q20,what is the nationality of guri schanke?
Q127897,P344,Q963628,who did cinematography for jersey girl
Q7770736,P58,Q704576,Who wrote the turkish passion?
Q105221,R58,Q492214,what science fiction fantasy comedy film was created by dan aykroyd
Q336024,R57,Q4508492,what films did jeannot szwarc direct
Q28214,P364,Q1860,Which language is the killing featured in
Q312967,P40,Q7399623,who is guru gobind singh's child?
Q2352658,P607,Q6683,which war did darius n. couch play a role in
Q265595,R40,Q313696,Who is a parent of rosemary kennedy
Q4836116,R264,Q7422458,Who is a female artist signed to bna records?
Q579004,P149,Q750752,what architectural style is used in ely cathedral
Q359052,P21,Q6581097,Is sergio llull a man or woman?
Q1490,R19,Q457871,Who was born in tokyo?
Q41076,P172,Q7919819,Which ethnicity is mariah carey?
Q354501,P57,Q103949,who is the director for go west?
Q10686,R19,Q443124,Name someone born in belfast
Q1059416,P272,Q806252,what company produced beyond outrage
Q7238341,P376,Q405,Where is the extraterrestrial prandtl located
Q1314509,P136,Q689445,what type of game is toheart
Q166271,P19,Q104740,where was małgorzata foremniak born?
Q2023844,P27,Q213,Which country was ondřej soukup born in
Q1163207,P264,Q183387,What label signed the band the zombies
Q316179,P27,Q30,which nation was moses malone born into
Q7004441,P136,Q24925,what book genre is neverness?
Q16252933,P112,Q970867,Who created mandalay pictures?
Q58433,P421,Q25989,"What time zone is alife, campania a part of?"
Q9286,R59,Q5178019,What star can be found in sculptor (constellation)?
Q3280697,P57,Q7331376,who is the male director of the film brown sugar?
Q23572,P144,Q45875,What is the show game of thrones adapted from
Q151414,P140,Q682443,what is the religion of george marshall?
Q95008,R58,Q741026,What is the name of a film written by john carpenter
Q128309,R1303,Q585874,What artist used a drum kit
Q1241447,P57,Q1607373,Who directed the film parinda
Q4965591,P19,Q30,Where was brian wayne peterson born?
Q608730,P175,Q486688,"who is the artist of the album girls, girls, girls?"
Q122232,P136,Q105527,what type of music does ginger baker play
Q4766879,P106,Q33999,What is the profession of anna brewster?
Q1748282,P19,Q49218,where is norman kerry's place of birth?
Q1511,P40,Q5922802,who is a child of richard wagner
Q485176,R19,Q5214780,"Who was born in pasadena, california"
Q2311323,P178,Q959329,who created smugglers run
Q1099152,P264,Q852900,what label is jack frost signed to
Q349548,P140,Q22679,what religion does rainn wilson practice?
Q1480361,P65,Q191684,where was the discovery of (12971) 4054 t-3 made?
Q1754139,P264,Q3001888,What record label is jussi sydänmaa a part of
Q152663,P31,Q3863,410 chloris is classified as what type of celestial body?
Q2086836,P136,Q217191,Which type of music does astudio create
Q832190,P162,Q354010,who was the producer of the film jay and silent bob strike back
Q3530637,P27,Q668,What is anu hassan's nationality?
Q8256275,R40,Q132589,Who is camilo josé cela conde's father
Q11248409,P21,Q6581097,what gender is mutsumi sasaki
Q6474003,P106,Q36180,what does laini taylor do for a living
Q83630,P136,Q130232,what genre on netflix is my life without me
Q1027212,P86,Q450620,what was the music in the film revolution
Q791573,P364,Q1860,What language was i hate valentines day filmed in>
Q99719,P20,Q1726,which city did rudolf fernau die
Q3201642,P58,Q345104,who wrote the story for the sea hawk
Q1938388,R40,Q477527,Who is the father of the biblical figure miriam?
Q551165,P27,Q16,to what nation does john j. kavelaars belong
Q987113,P131,Q110495,what county is ham lake found in
Q3134980,R421,Q815390,which city uses mountain time zone
Q9543,R40,Q7404563,who is the parent of salman khan
Q517764,P21,Q6581097,what sex is rob pike
Q956,R19,Q9983,Which ruler was born in beijing?
Q44097,P413,Q280658,what position does football player marco borriello play
Q2280,R19,Q223598,Who is someone that was born in minsk
Q665519,P196,Q2179,where in space is 4741 leskov located 
Q1866844,P403,Q847785,what river does the llano river flow from
Q329798,P27,Q145,what nationality is tom courtenay from
Q3900942,P21,Q6581097,is peter sheridan a male or female 
Q1768,R175,Q1444205,what albums did ella fitzgerald record
Q1347984,R264,Q7108788,Name an artist signed to sanctuary records.
Q511224,P495,Q183,What is the country of origin of derrick?
Q208850,R404,Q536366,what is a single-player created by Ubisoft Casablanca
Q157207,P31,Q3863,what is 8096 emilezola 
Q3013022,P19,Q340,where was dan bigras born 
Q44414,R58,Q478060,What is the name of an episode written by trey parker
Q714,P21,Q6581097,What is stevie wonder's gender?
Q249288,P136,Q157443,which genre on netflix is the movie three amigos under
Q2058071,P58,Q369424,who was the writer of the film shakes the clown
Q1794,R19,Q214946,Name a person who was born in frankfurt
Q17125184,P272,Q434841,What production company worked on strange triangle
Q11758,P40,Q13007,who is the child of l. l. zamenhof
Q5355943,P413,Q1050571,What baseball position did shinya tsuruoka play
Q358356,P106,Q28389,What is francis veber's profession?
Q494594,P58,Q489445,who was the writer of d-war
Q380515,P413,Q462471,What position does willis reed play?
Q2348153,P413,Q193592,what position does Óscar javier morales play in soccer?
Q1147417,P19,Q220,where in italy was simonetta stefanelli's birth place?
Q2424566,P495,Q145,Where was taggart filmed
Q965149,P344,Q498696,Who was the cinematographer for the film huckleberry finn (1974 film)?
Q11377308,P27,Q17,what country gives takahiro imanami his or her nationality
Q6250566,P27,Q30,What is john noble barlow's country of origin?
Q315861,P20,Q90,where did michel adanson's life end
Q9285,R59,Q1150389,what is a star found in the coma berenices constellation 
Q4146432,P106,Q81096,which stem profession is boris gostev in?
Q219656,R19,Q1338912,"what NASA astronaut was born in macon, georgia"
Q4199553,P19,Q887,where was vladimir ilyin born
Q318220,P172,Q1140588,What is the ethnicity of abe vigoda
Q3185990,P19,Q806551,what city was josh magennis born in 
Q4982910,P175,Q712353,What band produce the album buck owens
Q13786,P17,Q928,Which country is cebu in
Q612271,P495,Q38,what country is fantômas se déchaîne filmed in?
Q6227523,P172,Q42406,what is john craven's etnicity
Q263183,P136,Q183504,What kind of rock does sportfreunde stiller write
Q153995,P31,Q3863,What kind of celestial object is 4413 mycerinos
Q350829,P20,Q270,where did adam schaff die?
Q43576,P171,Q228283,What is the higher classification of the wild cat?
Q3761,R19,Q487427,Who is born in Accra?
Q723867,R57,Q335340,what movie is directed by shinichiro watanabe
Q213897,P20,Q64,in what german city did ludwig fischer die
Q208269,P344,Q439911,Who is credited as the cinematographer for eternal sunshine of the spotless mind
Q2481055,P364,Q1860,what language is spoken in the scream team 
Q684952,R344,Q916645,what movie did dick pope serve as the cinematographer for
Q16204974,P364,Q1860,What language is used in the television program super friends
Q2339787,P413,Q280658,what does  sebastjan cimirotič play in soccer
Q1205030,P495,Q17,what country was hanamaru kindergarten released in
Q1302327,P21,Q6581097,What is fernando lopez's gender?
Q264891,P1303,Q5994,Which instrument does andrea corr play?
Q663519,R136,Q1243943,Name a 90's breakbeat album
Q515273,P264,Q1465200,what label is katatonia signed with
Q3176299,P19,Q1647,which city was kolinda grabar-kitarović born
Q5373655,P175,Q122003,what was the musician on the album emociones
Q4933783,P21,Q6581097,what is the gender of bob richardson?
Q710548,P19,Q865,where was winston chao born
Q39709,R19,Q5585156,Who is someone born in des moines
Q1635199,P1040,Q1687643,who was the editor for serving sara?
Q3432643,P19,Q194165,Where was fawzi al-mulki born
Q119347,R344,Q642016,What is a film where lukas ettlin was the cinematographer?
Q723279,P19,Q335322,where was jean marc mormeck born
Q8019662,P607,Q362,in which conflict did william vale participate in
Q721578,R58,Q429557,what film was written by jay mcinerney
Q1365463,P21,Q6581097,which gender is gustaf molander affiliated with
Q15452671,P20,Q84,where did frank cellier die
Q217533,P170,Q1339641,Who created the joker
Q7815133,P21,Q6581097,Is tom burke a man or a woman
Q1523648,P58,Q251638,Who wrote straight time?
Q513674,P21,Q6581097,What is the sex of matthew breeze?
Q694909,P20,Q1718,where did erich juskowiak die?
Q868245,R19,Q5669543,Name a person born in indian territory?
Q6918065,P21,Q6581072,what is motoko kusanagi's gender
Q380494,P20,Q320514,charles demuth died where?
Q6229780,P413,Q336286,what position does john doolan play 
Q536508,P40,Q457306,Who was a child of evelyn ward
Q2651925,P106,Q33999,whats xavier gélin profession
Q952023,R344,Q244975,Which romantic comedy film did charles minsky directed?
Q23707679,P58,Q215478,who wrote the film voyage of time?
Q1185052,P421,Q941023,What time zone is kingston in?
Q199461,P40,Q61054,who are the children of sargon of akkad
Q2457820,P27,Q736,what is the nationality of joffre guerrón?
Q5218437,P106,Q11124885,What is daniel pesina's profession?
Q483352,R136,Q1474821,What is the name of a thrash metal album?
Q3268367,P27,Q30,what is wally wingert's country of nationality?
Q1466657,P272,Q434841,what organization produced 9 to 5
Q161443,P19,Q220,where was pope siricius born
Q130232,R136,Q3283344,what is a drama film
Q131725,R175,Q6204828,which album was created by joan baez
Q4775653,P170,Q51057,who created the fictional character anton arcane
Q1145807,P364,Q1860,what language is the abominable dr. phibes in?
Q996433,R19,Q712059,Who is a notable person that was born in smyrna
Q364121,P21,Q6581097,what is the biological gender of jean absil?
Q145,R17,Q1140130,Which administrative division is located in united kingdom?
Q1641812,P676,Q712592,who composed boulevard of broken dreams
Q4394767,P19,Q1342,where is ed earl repp from?
Q191023,P40,Q2181856,who is dylan thomas's child 
Q805827,P27,Q34,What is the nationality of baltzar von platen?
Q695501,P106,Q36834,what is the occupation of hans krása
Q1331932,P17,Q786,Where is peravia province?
Q152892,P397,Q525,What does 4177 kohman orbit
Q152388,P106,Q2306091,what does theodor w. adorno do as a profession 
Q7285329,P27,Q668,what is raj n. sippy's nationality?
Q359873,P27,Q30,where is andy milder from?
Q239773,P136,Q11366,What genre is the album garbage
Q706586,P136,Q188473,what kinds of movie is the cassandra crossing
Q629294,P57,Q314301,who directed the film john and mary
Q726126,R58,Q785719,what film did shane black write?
Q6581097,R21,Q2050686,who is a male character from csi: miami?
Q3134980,R421,Q1028628,what is the name of a city in mountain time zone
Q50599,R138,Q767753,Who is the namesake of theodore stevens
Q383469,P105,Q34740,What rank of organism classification is aphelocoma
Q1667271,P413,Q336286,what position does mattias Östberg play 
Q2256,R19,Q4773479,Who is from birmingham?
Q1973544,P106,Q82955,what is leonid nevzlins profession
Q193695,P495,Q30,Which country did the wizard of oz (1939 film) originate in?
Q15180,R19,Q167216,Who was born in soviet union
Q1765863,P21,Q6581097,What is william mcneill's gender
Q606069,R119,Q10665,Who is interred at kumsusan palace of the sun?
Q1162194,R58,Q180405,who wrote the film daniel pyne
Q1382876,P27,Q30,Where is jonathan caouette from?
Q16739,R19,Q7152498,"What actor from Emmanuelle in Space was born in long beach, california?"
Q33999,R106,Q539170,Name an actor.
Q1937820,P175,Q268160,Who released under great white northern lights? 
Q1235376,P20,Q216,where did rolandas pavilionis become deceased
Q2196619,P495,Q159,in which country was the cargo 200 produce
Q158707,P509,Q47912,What is Pat Nixon's cause of death?
Q1631423,P57,Q95133,who directed the big knife
Q732999,P65,Q191684,Where did they discover 8970 islandica?
Q182788,P140,Q75809,what religion does newt gingrich practice 
Q47912,R509,Q6662466,Who is the actor that died from lung cancer?
Q385742,P21,Q6581097,What is sergei yuran's gender?
Q35555,P17,Q142,What is the wallis and futuna a division of
Q8456,P31,Q159821,which olympic held 1984 summer olympics
Q10261631,P19,Q83189,what city was cristiano araújo born in
Q4810625,P20,Q84,where did henry ainley breathe his last breath
Q2708883,P138,Q123098,who is 30788 angekauffmann named after
Q438453,P413,Q193592,Which position in football is played by bernhard cullmann
Q1989578,P21,Q6581097,what is nigel levine's gender?
Q632566,P84,Q134165,who was the architect that designed the edifício copan
Q1490,R19,Q4700849,What is the name of bikini model born in tokyo?
Q182184,P364,Q256,Which language is the film valley of the wolves: palestine in
Q707645,P138,Q33923,what is the st. peter's church named for 
Q6408987,P413,Q336286,The football player kim ju-young plays what position?
Q2082441,P1303,Q46185,does keith olsen play bass guitar
Q10570,R59,Q196848,what is a star within taurus (constellation)?
Q66398,P20,Q586,where was eduard schonfeld's place of death?
Q303977,P57,Q888178,who directed let's go to prison
Q333981,P27,Q843,which country is yahya khan from 
Q280658,R413,Q7083112,Who is someone that plays as a forward
Q49085,R172,Q958578,Name a vocalist that identifies as part of the african american ethnicity? 
Q7831447,P19,Q16555,Where in texas was tracie laymon born?
Q8341,R136,Q110714,who is the jazz musician
Q3773416,P171,Q163556,which organism classification does goodyera pubescens correspond to
Q856968,P138,Q1048,which leader was the forum of caesar named after
Q463302,P106,Q36180,what is joanna baillie's occupation
Q1856418,P58,Q260969,who is the writer of rififi
Q5727702,P20,Q127856,Where did henry roquemore perish
Q991515,P421,Q3134980,What time zone is canmore in
Q85855,P27,Q183,What nationality is otto behaghel
Q312581,P140,Q1841,what religion does charles edward stuart practice 
Q188473,R136,Q213081,Name a movie in the action film genre.
Q3499243,P27,Q30,which country does steven kaplan identify with
Q327032,P27,Q145,which european country is beverley cross from
Q55,R17,Q736419,What's a municipality in the netherlands
Q1141746,P495,Q30,which country filmed analyze this
Q656,R19,Q2034070,who was born in saint petersburg
Q443783,P19,Q5694972,where was richard hooker born
Q371078,P21,Q6581072,what is the gender of elisabeth pinajeff
Q45141,R112,Q580195,Which organization did friedrich wilhelm raiffeisen found?
Q3005562,R272,Q202028,what is a film that was produced by  the company  cruise/wagner productions
Q45839,P1040,Q1970454,who edited memoirs of a geisha (film)
Q1043210,P136,Q213121,What is the genre of music of the album the platinum collection?
Q673902,P57,Q946039,who directed the movie jeepers creepers (2001 film)
Q265252,P136,Q484344,what type of music is buckethead?
Q208850,R404,Q893422,What game has a single-player
Q2704217,P86,Q367032,what music is used in secrets
Q670305,P495,Q38,where is the film reality from?
Q334147,P19,Q220,which famous city is julius evola from
Q2534502,P27,Q30,What is the nationality of thomas hill (painter)?
Q1768977,R179,Q150169,What is the title of a game in the fire emblem series
Q785430,P170,Q1544996,who created young justice
Q164963,P162,Q4465,who produced the lord of the rings: the two towers?
Q918502,P264,Q183387,what music company is bruce hornsby with?
Q353369,P19,Q84,what was john mitchell kemble's place of birth
Q7614170,P19,Q776662,where was steve tully born 
Q1351392,P19,Q72,Where was eric kress born?
Q392,R676,Q1419882,what lyrics did bob dylan write
Q1838622,P495,Q27,what country created the film nothing personal
Q6967143,P19,Q117,what country is nasir lamine from?
Q54317,P123,Q1501379,who published the videogame star wars?
Q82955,R106,Q315953,Who was a politician in Madagascar? 
Q484344,R136,Q462380,whats the name of a artist whose musical genre is  progressive metal
Q719483,P21,Q6581097,Is the gender of gérard cooreman male or female?
Q519555,P27,Q145,what country gives eros vlahos nationality
Q395494,P20,Q159288,where did john ireland die?
Q741572,P106,Q33999,What is steve james's profession?
Q76727,P21,Q6581097,what is the biological gender of ernst jünger
Q4021857,P19,Q37951,Where was eir aoi born?
Q1444046,P136,Q157443,What genre is bubble boy?
Q503318,P19,Q90,Which city in France was jean-baptiste boussingault born
Q214831,P140,Q42504,what belief does david archuleta practice 
Q7093535,P50,Q229480,Who authored one of ours?
Q7149687,P21,Q6581097,What is the sex of paul calvert?
Q130232,R136,Q661202,name a netflix drama.
Q867123,R136,Q94797,what's a popular open world game
Q608304,P19,Q3054408,dwayne roloson was born here.
Q49202,R19,Q358746,Who was born in greenwich?
Q1760854,P364,Q1860,Which language was gentlemen marry brunettes released in
Q2551479,P1303,Q6607,does carlos alomar play guitar or drums
Q1360272,P19,Q541590,Where was john lloyd born
Q485509,R131,Q954830,What is the name of a city located in pine county?
Q6526228,P19,Q1486,where was leonel kaplan born?
Q79135,P20,Q1741,In which city did ludwig von wallmoden-gimborn die?
Q252835,P21,Q6581097,What is teh gender of eriks Ādamsons?
Q377725,P21,Q6581097,what is the gender of peter berngardovich struve?
Q439911,R344,Q1106851,Ellen Kuras collaborated on these 3 short films.
Q2440503,P27,Q30,what is the nationality of pauline bush
Q147778,R509,Q299168,who died from cirrhosis?
Q1434,R40,Q1430,who was the parent of commodus
Q7373094,P20,Q862679,Where did roy m. davenport die?
Q936866,R58,Q1749806,what film did joe carnahan write 
Q33999,R106,Q5642754,Who is a famous actor during the silent film era?
Q1460197,P21,Q6581097,what is howard komives's gender
Q167051,P136,Q130232,"What type of film is ""The Dark Side of the Sun""?"
Q113052,P344,Q585668,who was the cinematographer for elizabethtown (film)
Q431252,P162,Q514913,who produced jackie brown (film)
Q7660987,P19,Q18383,what is sylvia poggiolis place of birth
Q1325753,R58,Q727016,Which film did eleanore griffin contribute film story to
Q2837766,P19,Q1930,Where was allan rock born
Q755105,P105,Q7432,what is largemouth bass
Q989495,P136,Q484344,what genre is empire considered
Q1297,R19,Q908642,Name a person born in chicago.
Q102316,P27,Q183,what country is paul gratzik from
Q708694,P413,Q336286,which football position is gregg berhalter charged of 
Q180852,P21,Q6581072,is zhang ziyi female or male
Q582715,P31,Q3863,what celestial object is 2974 holden
Q458750,P27,Q30,what nationality is lucille clifton?
