uid,question,subject,props,query,tag,answers
2004,The country in which the basic monetary unit is the BOLIVAR?,Q203757,wdt:P17,"SELECT ?answer
WHERE {
  wd:Q203757 wdt:P17 ?answer
}",1-hop,Q717
2005,In which country did rap music originate?,Q6010,wdt:P495,"SELECT ?answer
WHERE {
  wd:Q6010 wdt:P495 ?answer
}",1-hop,Q30
2009,Who is the winner of the Russian football Cup in 1999?,Q4243903,wdt:P1346,"SELECT ?answer
WHERE {
  wd:Q4243903 wdt:P1346 ?answer
}",1-hop,Q29108
2015,What kind of art he devoted himself to Nijinsky?,Q194363,wdt:P106,"SELECT ?answer
WHERE {
  wd:Q194363 wdt:P106 ?answer
}",1-hop,"Q805221, Q805253, Q2490358, Q5716684, Q15296811, Q18939491"
2016,"What fleet is dedicated to our film "" sky slow ship""",Q4315518,wdt:P921,"SELECT ?answer
WHERE {
  wd:Q4315518 wdt:P921 ?answer
}",1-hop,Q765633
2030,In which Austrian city was Arnold Schwarzenegger born?,Q2685,wdt:P19,"SELECT ?answer
WHERE {
  wd:Q2685 wdt:P19 ?answer
}",1-hop,Q571822
2040,Who was the winner of Formula 1 racing in 2000?,Q69805,wdt:P1346,"SELECT ?answer
WHERE {
  wd:Q69805 wdt:P1346 ?answer
}",1-hop,"Q9671, Q169898"
2041,Which country hosted the European football championship in 2004?,Q102920,wdt:P17,"SELECT ?answer
WHERE {
  wd:Q102920 wdt:P17 ?answer
}",1-hop,Q45
2058,Who became the world Cup champion in France in 1998?,Q101730,wdt:P1346,"SELECT ?answer
WHERE {
  wd:Q101730 wdt:P1346 ?answer
}",1-hop,Q47774
2059,Who was the 2013 world hockey champion?,Q4428,wdt:P1346,"SELECT ?answer
WHERE {
  wd:Q4428 wdt:P1346 ?answer
}",1-hop,Q913643
2062,Who was the first champion of the Copa Libertadores?,Q1129982,wdt:P1346,"SELECT ?answer
WHERE {
  wd:Q1129982 wdt:P1346 ?answer
}",1-hop,Q16320
2064,Where did Polish President Lech Kaczynski die in a plane crash in 2010?,Q2757,wdt:P20,"SELECT ?answer
WHERE {
  wd:Q2757 wdt:P20 ?answer
}",1-hop,Q2337
2077,Who won the world Cup in 2002?,Q47735,wdt:P1346,"SELECT ?answer
WHERE {
  wd:Q47735 wdt:P1346 ?answer
}",1-hop,Q83459
2087,"Which country is the birthplace of the ""Krakowiak""dance?",Q648283,wdt:P495,"SELECT ?answer
WHERE {
  wd:Q648283 wdt:P495 ?answer
}",1-hop,Q36
2095,Who became the 16th world chess champion in 2013?,Q917629,wdt:P1346,"SELECT ?answer
WHERE {
  wd:Q917629 wdt:P1346 ?answer
}",1-hop,Q106807
2112,Which city is the capital of Burundi?,Q967,wdt:P36,"SELECT ?answer
WHERE {
  wd:Q967 wdt:P36 ?answer
}",1-hop,Q167551
2113,"Who compiled the ""Explanatory dictionary of the living great Russian language""?",Q1970746,wdt:P50,"SELECT ?answer
WHERE {
  wd:Q1970746 wdt:P50 ?answer
}",1-hop,Q326499
2123,Where was the coronation of Napoleon I?,Q973118,wdt:P276,"SELECT ?answer
WHERE {
  wd:Q973118 wdt:P276 ?answer
}",1-hop,Q2981
3000,Where is Loch ness?,Q49650,wdt:P17,"SELECT ?answer
WHERE {
  wd:Q49650 wdt:P17 ?answer .
}",1-hop,Q145
3006,"What was the name of Raskolnikov from ""Crime and punishment""?",Q934089,wdt:P735,"SELECT ?answer
WHERE {
  wd:Q934089 wdt:P735 ?answer .
}",1-hop,Q21127485
3008,Which country produces Peroni beer?,Q865859,wdt:P17,"SELECT ?answer
WHERE {
  wd:Q865859 wdt:P17 ?answer .
}",1-hop,Q38
3009,What was the name of Count Cagliostro?,Q312332,wdt:P735,"SELECT ?answer
WHERE {
  wd:Q312332 wdt:P735 ?answer .
}",1-hop,Q15720844
3011,What was Odysseus ' father's name?,Q47231,wdt:P22,"SELECT ?answer
WHERE {
  wd:Q47231 wdt:P22 ?answer .
}",1-hop,Q748296
3016,"Who starred in the role of Soviet officer Ivan Draghi, opposing the famous boxer rocky?",Q2288207,wdt:P175,"SELECT ?answer
WHERE {
  wd:Q2288207 wdt:P175 ?answer .
}",1-hop,Q181678
3019,"What was the name of President Kennedy, who was killed in Dallas",Q9696,wdt:P735,"SELECT ?answer
WHERE {
  wd:Q9696 wdt:P735 ?answer .
}",1-hop,Q4925477
3021,Which plant is processed into tequila,Q122195,wdt:P186,"SELECT ?answer
WHERE {
  wd:Q122195 wdt:P186 ?answer .
}",1-hop,Q155874
3024,Who was Rigoletto at the king's court,Q50386830,wdt:P106,"SELECT ?answer
WHERE {
  wd:Q50386830 wdt:P106 ?answer .
}",1-hop,Q215548
3025,Who is Putin today?,Q7747,wdt:P39,"SELECT ?answer
WHERE {
  wd:Q7747 wdt:P39 ?answer .
}",1-hop,"Q140686, Q218295, Q842386, Q4109060, Q4127082, Q4399975, Q14805701, Q27494237, Q38715304, Q38715670, Q38715852"
3026,Who told us about the amazing voice of Gelsomino,Q3759322,wdt:P50,"SELECT ?answer
WHERE {
  wd:Q3759322 wdt:P50 ?answer .
}",1-hop,Q193018
3028,What is the name of the Korean currency?,Q884,wdt:P38,"SELECT ?answer
WHERE {
  wd:Q884 wdt:P38 ?answer .
}",1-hop,Q202040
3034,"Who did V. Serov depict in the painting ""Girl with peaches""?",Q4156438,wdt:P180,"SELECT ?answer
WHERE {
  wd:Q4156438 wdt:P180 ?answer .
}",1-hop,Q50546603
3035,How large a poem did Homer write the Iliad and the Odyssey?,Q8275,wdt:P2551,"SELECT ?answer
WHERE {
  wd:Q8275 wdt:P2551 ?answer .
}",1-hop,Q5254470
3039,"Where is the world's only high-altitude open-air skating rink ""Medeo""located?",Q864796,wdt:P17,"SELECT ?answer
WHERE {
  wd:Q864796 wdt:P17 ?answer .
}",1-hop,Q232
3044,What work is the basis of the libretto of the Opera by J. Verdi's La Traviata?,Q186162,wdt:P144,"SELECT ?answer
WHERE {
  wd:Q186162 wdt:P144 ?answer .
}",1-hop,Q898795
3045,What sport is the Stanley Cup played in?,Q211872,wdt:P641,"SELECT ?answer
WHERE {
  wd:Q211872 wdt:P641 ?answer .
}",1-hop,Q41466
3053,Where did the famous philosopher Spinoza live?,Q35802,wdt:P937,"SELECT ?answer
WHERE {
  wd:Q35802 wdt:P937 ?answer .
}",1-hop,"Q1615333, Q41795540"
3055,Who won the 2010 FIFA world Cup?,Q176883,wdt:P1346,"SELECT ?answer
WHERE {
  wd:Q176883 wdt:P1346 ?answer .
}",1-hop,Q42267
3057,What was the name of Tolstoy's wife?,Q7243,wdt:P26,"SELECT ?answer
WHERE {
  wd:Q7243 wdt:P26 ?answer .
}",1-hop,Q271934
3058,In what area are the Solovetsky Islands located?,Q205711,wdt:P131,"SELECT ?answer
WHERE {
  wd:Q205711 wdt:P131 ?answer .
}",1-hop,Q1875
3065,What was don Quixote's name?,Q944201,wdt:P735,"SELECT ?answer
WHERE {
  wd:Q944201 wdt:P735 ?answer .
}",1-hop,Q18552177
3070,"What state in the XVI century belonged to the Navy, which went down in history as the ""Invincible Armada""?",Q179684,wdt:P17,"SELECT ?answer
WHERE {
  wd:Q179684 wdt:P17 ?answer .
}",1-hop,Q29
3072,What will the residents of Tallinn show if you want to look at a Thick Margarita?,Q282994,wdt:P31,"SELECT ?answer
WHERE {
  wd:Q282994 wdt:P31 ?answer .
}",1-hop,Q1978556
3074,Who rules the state of Brunei?,Q921,wdt:P35,"SELECT ?answer
WHERE {
  wd:Q921 wdt:P35 ?answer .
}",1-hop,Q57327
3076,What science studies fossils of animals?,Q40614,wdt:P2579,"SELECT ?answer
WHERE {
  wd:Q40614 wdt:P2579 ?answer .
}",1-hop,Q7205
3081,Where was Joseph Haydn born?,Q7349,wdt:P19,"SELECT ?answer
WHERE {
  wd:Q7349 wdt:P19 ?answer .
}",1-hop,Q673075
3082,What was the name of the infamous father Makhno?,Q47900,wdt:P735,"SELECT ?answer
WHERE {
  wd:Q47900 wdt:P735 ?answer .
}",1-hop,Q1417705
3083,Which country is the birthplace of coffee?,Q8486,wdt:P495,"SELECT ?answer
WHERE {
  wd:Q8486 wdt:P495 ?answer .
}",1-hop,"Q96, Q115, Q774, Q800"
3084,Where is the monument to the urinating boy,Q152072,wdt:P131,"SELECT ?answer
WHERE {
  wd:Q152072 wdt:P131 ?answer .
}",1-hop,Q239
3087,Who is the causative agent of sleeping sickness?,Q203133,wdt:P828,"SELECT ?answer
WHERE {
  wd:Q203133 wdt:P828 ?answer .
}",1-hop,Q33244
3089,Who reached the South pole first?,Q933,wdt:P61,"SELECT ?answer
WHERE {
  wd:Q933 wdt:P61 ?answer .
}",1-hop,Q926
3095,"Which Icelandic volcano made itself felt in 2010, paralyzing Europe's air traffic?",Q269442,wdt:P276,"SELECT ?answer
WHERE {
  wd:Q269442 wdt:P276 ?answer .
}",1-hop,Q2723928
3101,What monarchical house did the Emperor belong to when he ascended the throne as Franz II and then became Franz I?,Q130834,wdt:P53,"SELECT ?answer
WHERE {
  wd:Q130834 wdt:P53 ?answer .
}",1-hop,Q645719
3103,In what country is the rock city of Petra located?,Q5788,wdt:P17,"SELECT ?answer
WHERE {
  wd:Q5788 wdt:P17 ?answer .
}",1-hop,Q810
3105,"Who was one of the strongest opponents of Rome, Pyrrhus?",Q172353,wdt:P106,"SELECT ?answer
WHERE {
  wd:Q172353 wdt:P106 ?answer .
}",1-hop,"Q47064, Q82955"
3106,"In which Italian city was born, lived and created the father of modern electrophysiology Luigi Galvani?",Q1589,wdt:P19,"SELECT ?answer
WHERE {
  wd:Q1589 wdt:P19 ?answer
}",1-hop,Q1891
3107,In which country was the first nuclear power plant built?,Q1739453,wdt:P17,"SELECT ?answer
WHERE {
  wd:Q1739453 wdt:P17 ?answer .
}",1-hop,Q159
3108,In what architectural style was the Catherine Palace built in Pushkin?,Q2854543,wdt:P149,"SELECT ?answer
WHERE {
  wd:Q2854543 wdt:P149 ?answer  .
}",1-hop,"Q840829, Q2359372"
3110,"What was the name of the wife of calliope's son, Orpheus",Q174353,wdt:P26,"SELECT ?answer
WHERE {
  wd:Q174353 wdt:P26 ?answer .
}",1-hop,Q208588
3112,Where is the international Bank for reconstruction and development (IBRD) located?,Q191384,wdt:P159,"SELECT ?answer
WHERE {
  wd:Q191384 wdt:P159 ?answer .
}",1-hop,Q61
3116,"What object gave the name to the famous Opera house ""La Scala""?",Q5471,wdt:P138,"SELECT ?answer
WHERE {
  wd:Q5471 wdt:P138 ?answer .
}",1-hop,Q902320
3119,Who is considered the founder of graph theory?,Q131476,wdt:P61,"SELECT ?answer
WHERE {
  wd:Q131476 wdt:P61 ?answer.
}",1-hop,Q7604
3122,What title did the writer Antoine de Saint-Exupery inherit from his ancestors?,Q2908,wdt:P97,"SELECT ?answer
WHERE {
  wd:Q2908 wdt:P97 ?answer .
}",1-hop,Q3519259
3127,In which Austrian city is the coffee Museum located?,Q306628,wdt:P276,"SELECT ?answer
WHERE {
  wd:Q306628 wdt:P276 ?answer .
}",1-hop,Q1741
3128,In which city is the residence of the famous Guinness brewing company?,Q2319266,wdt:P159,"SELECT ?answer
WHERE {
  wd:Q2319266 wdt:P159 ?answer.
}",1-hop,Q1761
3135,What is the name of the highest point in Central America,Q27611,wdt:P610,"SELECT ?answer
WHERE {
  wd:Q27611 wdt:P610 ?answer .
}",1-hop,Q818467
3136,Where did the philosopher Confucius come from?,Q4604,wdt:P19,"SELECT ?answer
WHERE {
  wd:Q4604 wdt:P19 ?answer .
}",1-hop,Q210287
3146,"Which city was the capital of the state of Ashanti, which existed on the territory of modern Ghana from the end of the XVII to the beginning of the XX century?",Q722071,wdt:P36,"SELECT ?answer
WHERE {
  wd:Q722071 wdt:P36 ?answer .
}",1-hop,Q182059
3148,"What is the name of Mr. Darcy, one of the main characters in Jane Austen's novel Pride and prejudice?",Q2207092,wdt:P735,"SELECT ?answer
WHERE {
  wd:Q2207092 wdt:P735 ?answer .
}",1-hop,Q63991914
3150,What day was declared world radio day by the UNESCO General conference?,Q1359258,wdt:P837,"SELECT ?answer
WHERE {
  wd:Q1359258 wdt:P837 ?answer .
}",1-hop,Q2333
3152,What was the name of the literary mother of the Amateur detective Poirot?,Q170534,wdt:P170,"SELECT ?answer
WHERE {
  wd:Q170534 wdt:P170 ?answer .
}",1-hop,Q35064
3153,What country is the city of Yu located in?,Q429467,wdt:P17,"SELECT ?answer
WHERE {
  wd:Q429467 wdt:P17 ?answer .
}",1-hop,Q34
4016,What is the name of the highest mountain in Ukraine?,Q212,wdt:P610,"SELECT ?answer
WHERE {
  wd:Q212 wdt:P610 ?answer .
}",1-hop,Q627508
6001,What League does Sheffield play in?,Q18491,wdt:P118,"SELECT ?answer 
WHERE {
  wd:Q18491 wdt:P118 ?answer
}",1-hop,Q18502
6002,What part of the world is Belarus located in?,Q184,wdt:P30,"SELECT ?answer 
WHERE {
  wd:Q184 wdt:P30 ?answer
}",1-hop,Q46
6003,What part of the world is Russia located in?,Q159,wdt:P30,"SELECT ?answer 
WHERE {
  wd:Q159 wdt:P30 ?answer
}",1-hop,"Q46, Q48"
6004,Where is Kutuzov buried?,Q185801,wdt:P119,"SELECT ?answer 
WHERE {
  wd:Q185801 wdt:P119 ?answer
}",1-hop,Q656
6005,Where is the 2019 Invasion taking place?,Q1975193,wdt:P276,"SELECT ?answer 
WHERE {
  wd:Q1975193 wdt:P276 ?answer
}",1-hop,Q4183061
6006,Which Formula 1 racing team does Mikhail Schumacher play for?,Q9671,wdt:P54,"SELECT ?answer 
WHERE {
  wd:Q9671 wdt:P54 ?answer
}",1-hop,"Q169898, Q171329, Q171367, Q172721"
6007,What architectural style does the Winter Palace belong to?,Q182147,wdt:P149,"SELECT ?answer 
WHERE {
  wd:Q182147 wdt:P149 ?answer
}",1-hop,Q2359372
6008,What architectural style does Notre Dame belong to?,Q2981,wdt:P149,"SELECT ?answer 
WHERE {
  wd:Q2981 wdt:P149 ?answer
}",1-hop,"Q2245347, Q2914850, Q72553200, Q72553961"
6009,What is the name of Brechalov Udmurtia?,Q19818042,wdt:P735,"SELECT ?answer 
WHERE {
  wd:Q19818042 wdt:P735 ?answer
}",1-hop,Q17501806
6010,How is Prague divided into districts?,Q1085,wdt:P150,"SELECT ?answer 
WHERE {
  wd:Q1085 wdt:P150 ?answer
}",1-hop,"Q21891843, Q23820229, Q84499835, Q84565071, Q84566351, Q84572475, Q84572977, Q84593853, Q84599401, Q84682501, Q84763814, Q84947682, Q174248, Q378120, Q580728, Q600063, Q628212, Q662985, Q693350, Q744598, Q748211, Q753219, Q753289, Q753292, Q840751, Q868618, Q942842, Q1013032, Q1013035, Q1624461, Q1734030, Q1810336, Q1811143, Q1821473, Q1822800, Q1963689, Q1969345, Q1987157, Q1996280, Q2003486, Q2041885, Q2048241, Q2061921, Q2078708, Q2216373, Q2219104, Q2297365, Q2317527, Q2320562, Q2331979, Q2403918, Q2440414, Q2442419, Q2446033, Q2456160, Q2460331, Q2467285, Q2499127, Q2501433, Q2533951, Q2580968, Q2612318, Q2623877, Q2638290, Q2661930, Q2689681, Q2693443, Q2709316, Q2717469, Q2782104, Q2786011, Q2795720, Q2834321, Q3176913, Q3489924, Q3489932, Q3489935, Q3490214, Q3490254, Q3490377, Q3490395, Q3490530, Q3490542, Q3490548, Q3490702, Q3497283, Q3499350, Q3499380, Q3499395, Q3499402, Q3499406, Q3509023, Q3509048, Q3509354, Q3509373, Q3509425, Q3509446, Q3509457, Q3509657, Q3509772, Q3509780, Q3509815, Q3509834, Q3563089, Q3563100, Q3563133, Q3563146, Q3563211, Q3563232, Q3564567, Q3566327, Q3566606"
6011,What is the legal form of the company's thunder?,Q940518,wdt:P1454,"SELECT ?answer 
WHERE {
  wd:Q940518 wdt:P1454 ?answer
}",1-hop,Q13641190
6013,What districts are there in Sochi?,Q39420,wdt:P150,"SELECT ?answer 
WHERE {
  wd:Q39420 wdt:P150 ?answer
}",1-hop,"Q2084341, Q3273932, Q4252909, Q4262671"
6014,What order was awarded to Shoigu?,Q32024,wdt:P166,"SELECT ?answer 
WHERE {
  wd:Q32024 wdt:P166 ?answer
}",1-hop,"Q612907, Q654471, Q762844, Q1703180, Q1967942, Q1992013, Q1992153, Q1992181, Q2268261, Q3853593, Q3885141, Q4188115, Q4240311, Q4286712, Q4286829, Q4286849, Q4286882, Q4286937, Q4286990, Q4287015, Q4287082, Q4287097, Q4287144, Q4375455, Q4375533, Q12756735, Q16481642, Q16485587, Q18080427, Q18080429, Q18080612, Q19399024, Q19910703, Q21644047, Q24932811, Q25394795, Q57316823, Q95000245"
6015,What is the administrative division of the United Kingdom?,Q145,wdt:P150,"SELECT ?answer 
WHERE {
  wd:Q145 wdt:P150 ?answer
}",1-hop,"Q21, Q22, Q25, Q26"
6016,What is the military rank of defense Minister Shoigu?,Q32024,wdt:P410,"SELECT ?answer 
WHERE {
  wd:Q32024 wdt:P410 ?answer
}",1-hop,Q20183
6018,What position does Shoigu hold?,Q32024,wdt:P39,"SELECT ?answer 
WHERE {
  wd:Q32024 wdt:P39 ?answer
}",1-hop,"Q4151339, Q17287317, Q17287320, Q17287321"
6019,What was the title of the English poet George Byron?,Q5679,wdt:P97,"SELECT ?answer 
WHERE {
  wd:Q5679 wdt:P97 ?answer
}",1-hop,Q165503
6020,What prize was awarded to Perelman?,Q117346,wdt:P166,"SELECT ?answer 
WHERE {
  wd:Q117346 wdt:P166 ?answer
}",1-hop,"Q28835, Q1275243"
6021,Who wrote the song Holy war?,Q714119,wdt:P676,"SELECT ?answer 
WHERE {
  wd:Q714119 wdt:P676 ?answer
}",1-hop,Q1396852
6022,Who is Yulia Nachalova's father?,Q2454464,wdt:P22,"SELECT ?answer 
WHERE {
  wd:Q2454464 wdt:P22 ?answer
}",1-hop,Q70498154
6024,Where does the Vuoksa river go?,Q819448,wdt:P403,"SELECT ?answer 
WHERE {
  wd:Q819448 wdt:P403 ?answer
}",1-hop,Q15288
6026,What did Mozart play on?,Q254,wdt:P1303,"SELECT ?answer 
WHERE {
  wd:Q254 wdt:P1303 ?answer
}",1-hop,"Q1444, Q5994, Q8355, Q80284, Q81982, Q191823, Q281460, Q1521313"
6027,By what constellation can you find the North star?,Q12980,wdt:P59,"SELECT ?answer 
WHERE {
  wd:Q12980 wdt:P59 ?answer
}",1-hop,Q10478
6029,What did Buzova graduate from?,Q4098374,wdt:P69,"SELECT ?answer 
WHERE {
  wd:Q4098374 wdt:P69 ?answer
}",1-hop,Q4480733
6030,What League does AIK play in?,Q221602,wdt:P118,"SELECT ?answer 
WHERE {
  wd:Q221602 wdt:P118 ?answer
}",1-hop,Q202243
6032,What League does Copenhagen play in?,Q188430,wdt:P118,"SELECT ?answer 
WHERE {
  wd:Q188430 wdt:P118 ?answer
}",1-hop,Q204752
6033,What part of the world is Egypt located in?,Q79,wdt:P30,"SELECT ?answer 
WHERE {
  wd:Q79 wdt:P30 ?answer
}",1-hop,"Q15, Q48"
6035,What educational institutions did Putin attend?,Q7747,wdt:P69,"SELECT ?answer 
WHERE {
  wd:Q7747 wdt:P69 ?answer
}",1-hop,"Q27621, Q1978570, Q2387574, Q2495829, Q4525174, Q4534839, Q27430017"
6036,Where was the international Olympic Committee established?,Q40970,wdt:P740,"SELECT ?answer 
WHERE {
  wd:Q40970 wdt:P740 ?answer
}",1-hop,Q90
6037,Where was Mikhail Kalashnikov born?,Q167573,wdt:P19,"SELECT ?answer 
WHERE {
  wd:Q167573 wdt:P19 ?answer
}",1-hop,Q1982087
6039,Where is the NATO headquarters?,Q7184,wdt:P159,"SELECT ?answer 
WHERE {
  wd:Q7184 wdt:P159 ?answer
}",1-hop,"Q239, Q12800833"
6040,What does the computer's system block consist of?,Q68,wdt:P527,"SELECT ?answer 
WHERE {
  wd:Q68 wdt:P527 ?answer
}",1-hop,"Q250, Q3966, Q5300, Q7397, Q9143, Q183484, Q2384798"
6041,What is the capital of Virginia?,Q1370,wdt:P36,"SELECT ?answer 
WHERE {
  wd:Q1370 wdt:P36 ?answer
}",1-hop,Q43421
6042,What part of the world is Kazakhstan?,Q232,wdt:P30,"SELECT ?answer 
WHERE {
  wd:Q232 wdt:P30 ?answer
}",1-hop,"Q46, Q48"
6044,What kind of voice does Luciano Pavarotti have?,Q37615,wdt:P412,"SELECT ?answer 
WHERE {
  wd:Q37615 wdt:P412 ?answer
}",1-hop,Q5492408
6045,What kind of voice does Maria Callas have?,Q128297,wdt:P412,"SELECT ?answer 
WHERE {
  wd:Q128297 wdt:P412 ?answer
}",1-hop,Q3964988
6046,What was the title of Princess Diana?,Q9685,wdt:P97,"SELECT ?answer 
WHERE {
  wd:Q9685 wdt:P97 ?answer
}",1-hop,"Q579431, Q2000835"
6047,What University did Anurag graduate from?,Q2839609,wdt:P69,"SELECT ?answer 
WHERE {
  wd:Q2839609 wdt:P69 ?answer
}",1-hop,Q665105
6048,Who was Achilles ' mother?,Q41746,wdt:P25,"SELECT ?answer 
WHERE {
  wd:Q41746 wdt:P25 ?answer
}",1-hop,Q184437
6049,Who was the mother of Hercules?,Q122248,wdt:P25,"SELECT ?answer 
WHERE {
  wd:Q122248 wdt:P25 ?answer
}",1-hop,Q190543
6051,Who is Alsou's husband?,Q270951,wdt:P26,"SELECT ?answer 
WHERE {
  wd:Q270951 wdt:P26 ?answer
}",1-hop,Q55766251
6052,Who founded Warner brothers?,Q126399,wdt:P112,"SELECT ?answer 
WHERE {
  wd:Q126399 wdt:P112 ?answer
}",1-hop,"Q72614, Q104161, Q1384655, Q2721194"
6053,Who is the Director of the film Godunov?,Q25393779,wdt:P57,"SELECT ?answer 
WHERE {
  wd:Q25393779 wdt:P57 ?answer
}",1-hop,Q4315520
6054,Who composed the cantata Alexander Nevsky?,Q2541462,wdt:P86,"SELECT ?answer 
WHERE {
  wd:Q2541462 wdt:P86 ?answer
}",1-hop,Q49481
6055,Where does the Pasha river go?,Q2087477,wdt:P403,"SELECT ?answer 
WHERE {
  wd:Q2087477 wdt:P403 ?answer
}",1-hop,Q213067
6056,What languages are spoken by Putin?,Q7747,wdt:P1412,"SELECT ?answer 
WHERE {
  wd:Q7747 wdt:P1412 ?answer
}",1-hop,"Q188, Q1860, Q7737, Q9027"
6057,On what river is Perm located?,Q915,wdt:P206,"SELECT ?answer 
WHERE {
  wd:Q915 wdt:P206 ?answer
}",1-hop,Q79082
6058,What part of the world is Brazil located in?,Q155,wdt:P30,"SELECT ?answer 
WHERE {
  wd:Q155 wdt:P30 ?answer
}",1-hop,Q18
6059,What part of the world is Germany located in?,Q183,wdt:P30,"SELECT ?answer 
WHERE {
  wd:Q183 wdt:P30 ?answer
}",1-hop,Q46
6060,What did Louis Armstrong play on?,Q1779,wdt:P1303,"SELECT ?answer 
WHERE {
  wd:Q1779 wdt:P1303 ?answer
}",1-hop,"Q8338, Q202027, Q17172850"
6061,What country's capital is Bogota?,Q2841,wdt:P1376,"SELECT ?answer 
WHERE {
  wd:Q2841 wdt:P1376 ?answer
}",1-hop,"Q739, Q8965, Q199821, Q232564, Q1055848, Q3591854"
6063,What city is Dhaka the capital of?,Q1354,wdt:P1376,"SELECT ?answer 
WHERE {
  wd:Q1354 wdt:P1376 ?answer
}",1-hop,"Q902, Q330158, Q842931, Q1850485, Q2347909"
6064,What is Budapest the capital of?,Q1781,wdt:P1376,"SELECT ?answer 
WHERE {
  wd:Q1781 wdt:P1376 ?answer
}",1-hop,Q28
6066,What League does torpedo Moscow play in?,Q324338,wdt:P118,"SELECT ?answer 
WHERE {
  wd:Q324338 wdt:P118 ?answer
}",1-hop,Q162533
6068,What part of the world is China located in?,Q148,wdt:P30,"SELECT ?answer 
WHERE {
  wd:Q148 wdt:P30 ?answer
}",1-hop,Q48
6069,In what sport is the Kremlin Cup played?,Q299603,wdt:P641,"SELECT ?answer 
WHERE {
  wd:Q299603 wdt:P641 ?answer
}",1-hop,Q847
6070,What city do the heroes of the big Bang Theory live in?,Q8539,wdt:P840,"SELECT ?answer 
WHERE {
  wd:Q8539 wdt:P840 ?answer
}",1-hop,Q485176
6071,In what genre is the film kin-DZA-DZA made?,Q1415194,wdt:P136,"SELECT ?answer 
WHERE {
  wd:Q1415194 wdt:P136 ?answer
}",1-hop,"Q157443, Q192881, Q319221, Q471839, Q761469, Q2973181, Q20443008"
6072,In what ocean is the Mariana trench located?,Q510,wdt:P206,"SELECT ?answer 
WHERE {
  wd:Q510 wdt:P206 ?answer
}",1-hop,Q98
6073,In what direction did Tyutchev write?,Q37217,wdt:P135,"SELECT ?answer 
WHERE {
  wd:Q37217 wdt:P135 ?answer
}",1-hop,Q37068
6074,In what direction did Caravaggio work?,Q42207,wdt:P135,"SELECT ?answer 
WHERE {
  wd:Q42207 wdt:P135 ?answer
}",1-hop,Q37853
6075,In what style is St. Isaac's Cathedral built in St. Petersburg?,Q215423,wdt:P149,"SELECT ?answer 
WHERE {
  wd:Q215423 wdt:P149 ?answer
}",1-hop,"Q54111, Q170292"
6076,What University was Isaac Newton educated at?,Q935,wdt:P69,"SELECT ?answer 
WHERE {
  wd:Q935 wdt:P69 ?answer
}",1-hop,"Q332342, Q7744473"
6077,What League does PSG belong to?,Q483020,wdt:P118,"SELECT ?answer 
WHERE {
  wd:Q483020 wdt:P118 ?answer
}",1-hop,Q13394
6078,Which League does real Madrid belong to?,Q8682,wdt:P118,"SELECT ?answer 
WHERE {
  wd:Q8682 wdt:P118 ?answer
}",1-hop,Q324867
6079,Where is Pushkin Alexander Sergeyevich buried?,Q7200,wdt:P119,"SELECT ?answer 
WHERE {
  wd:Q7200 wdt:P119 ?answer
}",1-hop,Q4411519
6080,Where is Google's headquarters located?,Q95,wdt:P159,"SELECT ?answer 
WHERE {
  wd:Q95 wdt:P159 ?answer
}",1-hop,Q486860
6081,Where was the Kino group formed?,Q650555,wdt:P740,"SELECT ?answer 
WHERE {
  wd:Q650555 wdt:P740 ?answer
}",1-hop,Q656
6082,Where is Jesus Christ buried?,Q302,wdt:P119,"SELECT ?answer 
WHERE {
  wd:Q302 wdt:P119 ?answer
}",1-hop,"Q1218, Q187702, Q540882, Q1494672, Q2280628, Q7818625"
6084,Where he is buried Choi?,Q487125,wdt:P119,"SELECT ?answer 
WHERE {
  wd:Q487125 wdt:P119 ?answer
}",1-hop,Q1332307
6088,What dynasty did Prince Vladimir Monomakh belong to?,Q60928,wdt:P53,"SELECT ?answer 
WHERE {
  wd:Q60928 wdt:P53 ?answer
}",1-hop,Q210398
6090,What genre does Dead souls belong to?,Q647379,wdt:P136,"SELECT ?answer 
WHERE {
  wd:Q647379 wdt:P136 ?answer
}",1-hop,"Q8261, Q128758, Q474090"
6091,What movie company is shooting Batman?,Q166262,wdt:P272,"SELECT ?answer 
WHERE {
  wd:Q166262 wdt:P272 ?answer
}",1-hop,"Q126399, Q621364, Q984047, Q2924461"
6092,Which film company is shooting Game of thrones?,Q23572,wdt:P272,"SELECT ?answer 
WHERE {
  wd:Q23572 wdt:P272 ?answer
}",1-hop,Q23633
6093,Which company shot Aquaman?,Q22998395,wdt:P272,"SELECT ?answer 
WHERE {
  wd:Q22998395 wdt:P272 ?answer
}",1-hop,"Q126399, Q2924461, Q3011161, Q31197934"
6094,Which company took down Deadpool?,Q19347291,wdt:P272,"SELECT ?answer 
WHERE {
  wd:Q19347291 wdt:P272 ?answer
}",1-hop,"Q1200552, Q17343562, Q18155354, Q22807052"
6095,What is the legal form of Aeroflot?,Q58707,wdt:P1454,"SELECT ?answer 
WHERE {
  wd:Q58707 wdt:P1454 ?answer
}",1-hop,Q13641190
6096,What is the legal form of the Mars company?,Q695087,wdt:P1454,"SELECT ?answer 
WHERE {
  wd:Q695087 wdt:P1454 ?answer
}",1-hop,Q1589009
